Site,Parameter,Date (LT),Year,Month,Day,Hour,AQI,AQI Category,24-hr. Midpoint Avg. Conc.,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 01:00 AM,2016,12,22,01,148,3,54.5,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 02:00 AM,2016,12,22,02,145,3,53.3,63.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 03:00 AM,2016,12,22,03,140,3,51.5,63.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 04:00 AM,2016,12,22,04,138,3,50.5,73.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 05:00 AM,2016,12,22,05,135,3,49.3,78.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 06:00 AM,2016,12,22,06,133,3,48.6,94.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 07:00 AM,2016,12,22,07,131,3,47.8,128.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 08:00 AM,2016,12,22,08,131,3,47.7,123.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 09:00 AM,2016,12,22,09,131,3,47.8,89.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 10:00 AM,2016,12,22,10,133,3,48.5,985.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 11:00 AM,2016,12,22,11,133,3,48.5,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 12:00 PM,2016,12,22,12,134,3,48.8,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 01:00 PM,2016,12,22,13,133,3,48.5,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 02:00 PM,2016,12,22,14,131,3,47.6,13.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 03:00 PM,2016,12,22,15,127,3,46.0,12.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 04:00 PM,2016,12,22,16,123,3,44.4,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 05:00 PM,2016,12,22,17,119,3,42.7,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 06:00 PM,2016,12,22,18,115,3,41.2,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 07:00 PM,2016,12,22,19,109,3,38.8,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 08:00 PM,2016,12,22,20,103,3,36.4,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 09:00 PM,2016,12,22,21,100,2,35.4,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 10:00 PM,2016,12,22,22,97,2,34.2,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-22 11:00 PM,2016,12,22,23,99,2,35.0,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 12:00 AM,2016,12,23,00,100,2,35.2,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 01:00 AM,2016,12,23,01,103,3,36.2,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 02:00 AM,2016,12,23,02,106,3,37.6,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 03:00 AM,2016,12,23,03,110,3,39.3,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 04:00 AM,2016,12,23,04,114,3,40.8,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 05:00 AM,2016,12,23,05,116,3,41.5,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 06:00 AM,2016,12,23,06,117,3,42.1,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 07:00 AM,2016,12,23,07,118,3,42.5,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 08:00 AM,2016,12,23,08,119,3,42.8,100.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 09:00 AM,2016,12,23,09,120,3,43.1,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 10:00 AM,2016,12,23,10,119,3,42.8,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 11:00 AM,2016,12,23,11,120,3,43.1,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 12:00 PM,2016,12,23,12,120,3,43.3,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 01:00 PM,2016,12,23,13,121,3,43.7,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 02:00 PM,2016,12,23,14,122,3,44.2,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 03:00 PM,2016,12,23,15,128,3,46.6,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 04:00 PM,2016,12,23,16,137,3,50.1,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 05:00 PM,2016,12,23,17,139,3,51.1,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 06:00 PM,2016,12,23,18,140,3,51.4,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 07:00 PM,2016,12,23,19,143,3,52.6,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 08:00 PM,2016,12,23,20,144,3,53.0,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 09:00 PM,2016,12,23,21,140,3,51.4,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 10:00 PM,2016,12,23,22,140,3,51.3,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-23 11:00 PM,2016,12,23,23,142,3,52.0,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 12:00 AM,2016,12,24,00,146,3,53.7,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 01:00 AM,2016,12,24,01,150,3,55.2,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 02:00 AM,2016,12,24,02,151,4,55.7,87.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 03:00 AM,2016,12,24,03,151,4,56.0,108.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 04:00 AM,2016,12,24,04,151,4,56.4,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 05:00 AM,2016,12,24,05,152,4,57.3,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 06:00 AM,2016,12,24,06,152,4,57.1,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 07:00 AM,2016,12,24,07,152,4,56.9,82.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 08:00 AM,2016,12,24,08,152,4,56.9,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 09:00 AM,2016,12,24,09,152,4,56.7,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 10:00 AM,2016,12,24,10,152,4,56.6,71.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 11:00 AM,2016,12,24,11,152,4,56.9,80.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 12:00 PM,2016,12,24,12,152,4,57.1,84.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 01:00 PM,2016,12,24,13,152,4,57.2,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 02:00 PM,2016,12,24,14,152,4,57.8,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 03:00 PM,2016,12,24,15,151,4,56.2,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 04:00 PM,2016,12,24,16,145,3,53.4,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 05:00 PM,2016,12,24,17,143,3,52.7,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 06:00 PM,2016,12,24,18,148,3,54.5,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 07:00 PM,2016,12,24,19,151,4,56.4,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 08:00 PM,2016,12,24,20,152,4,57.1,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 09:00 PM,2016,12,24,21,152,4,58.0,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 10:00 PM,2016,12,24,22,153,4,58.7,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-24 11:00 PM,2016,12,24,23,152,4,58.0,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 12:00 AM,2016,12,25,00,152,4,56.6,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 01:00 AM,2016,12,25,01,151,4,55.6,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 02:00 AM,2016,12,25,02,150,3,55.2,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 03:00 AM,2016,12,25,03,151,4,55.9,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 04:00 AM,2016,12,25,04,152,4,56.5,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 05:00 AM,2016,12,25,05,152,4,56.5,96.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 06:00 AM,2016,12,25,06,152,4,56.7,111.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 07:00 AM,2016,12,25,07,152,4,57.3,100.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 08:00 AM,2016,12,25,08,152,4,57.5,84.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 09:00 AM,2016,12,25,09,152,4,57.4,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 10:00 AM,2016,12,25,10,152,4,57.5,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 11:00 AM,2016,12,25,11,152,4,57.5,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 12:00 PM,2016,12,25,12,152,4,57.6,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 01:00 PM,2016,12,25,13,152,4,57.9,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 02:00 PM,2016,12,25,14,152,4,58.4,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 03:00 PM,2016,12,25,15,153,4,59.1,72.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 04:00 PM,2016,12,25,16,153,4,58.7,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 05:00 PM,2016,12,25,17,153,4,58.7,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 06:00 PM,2016,12,25,18,152,4,57.2,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 07:00 PM,2016,12,25,19,147,3,54.0,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 08:00 PM,2016,12,25,20,142,3,52.0,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 09:00 PM,2016,12,25,21,138,3,50.5,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 10:00 PM,2016,12,25,22,134,3,49.0,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-25 11:00 PM,2016,12,25,23,133,3,48.5,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 12:00 AM,2016,12,26,00,133,3,48.6,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 01:00 AM,2016,12,26,01,133,3,48.6,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 02:00 AM,2016,12,26,02,134,3,48.9,65.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 03:00 AM,2016,12,26,03,132,3,48.0,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 04:00 AM,2016,12,26,04,128,3,46.5,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 05:00 AM,2016,12,26,05,126,3,45.5,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 06:00 AM,2016,12,26,06,125,3,45.4,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 07:00 AM,2016,12,26,07,126,3,45.5,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 08:00 AM,2016,12,26,08,127,3,45.9,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 09:00 AM,2016,12,26,09,127,3,46.2,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 10:00 AM,2016,12,26,10,126,3,45.6,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 11:00 AM,2016,12,26,11,124,3,45.0,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 12:00 PM,2016,12,26,12,122,3,44.0,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 01:00 PM,2016,12,26,13,120,3,43.3,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 02:00 PM,2016,12,26,14,117,3,41.9,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 03:00 PM,2016,12,26,15,114,3,40.7,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 04:00 PM,2016,12,26,16,115,3,41.2,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 05:00 PM,2016,12,26,17,118,3,42.4,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 06:00 PM,2016,12,26,18,117,3,42.2,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 07:00 PM,2016,12,26,19,121,3,43.6,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 08:00 PM,2016,12,26,20,123,3,44.4,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 09:00 PM,2016,12,26,21,128,3,46.3,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 10:00 PM,2016,12,26,22,132,3,48.0,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-26 11:00 PM,2016,12,26,23,134,3,49.0,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 12:00 AM,2016,12,27,00,135,3,49.4,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 01:00 AM,2016,12,27,01,136,3,49.6,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 02:00 AM,2016,12,27,02,135,3,49.3,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 03:00 AM,2016,12,27,03,135,3,49.5,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 04:00 AM,2016,12,27,04,138,3,50.4,69.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 05:00 AM,2016,12,27,05,141,3,51.9,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 06:00 AM,2016,12,27,06,142,3,52.3,66.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 07:00 AM,2016,12,27,07,142,3,52.3,71.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 08:00 AM,2016,12,27,08,141,3,51.9,93.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 09:00 AM,2016,12,27,09,141,3,51.9,80.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 10:00 AM,2016,12,27,10,142,3,52.3,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 11:00 AM,2016,12,27,11,143,3,52.5,58.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 12:00 PM,2016,12,27,12,143,3,52.7,64.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 01:00 PM,2016,12,27,13,144,3,52.8,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 02:00 PM,2016,12,27,14,143,3,52.5,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 03:00 PM,2016,12,27,15,143,3,52.4,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 04:00 PM,2016,12,27,16,142,3,52.0,66.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 05:00 PM,2016,12,27,17,138,3,50.5,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 06:00 PM,2016,12,27,18,135,3,49.5,40.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 07:00 PM,2016,12,27,19,134,3,48.9,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 08:00 PM,2016,12,27,20,132,3,48.1,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 09:00 PM,2016,12,27,21,128,3,46.4,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 10:00 PM,2016,12,27,22,124,3,44.9,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-27 11:00 PM,2016,12,27,23,121,3,43.6,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 12:00 AM,2016,12,28,00,120,3,43.2,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 01:00 AM,2016,12,28,01,119,3,42.8,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 02:00 AM,2016,12,28,02,118,3,42.3,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 03:00 AM,2016,12,28,03,116,3,41.6,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 04:00 AM,2016,12,28,04,114,3,40.6,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 05:00 AM,2016,12,28,05,111,3,39.5,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 06:00 AM,2016,12,28,06,110,3,39.2,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 07:00 AM,2016,12,28,07,110,3,39.2,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 08:00 AM,2016,12,28,08,112,3,40.0,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 09:00 AM,2016,12,28,09,113,3,40.3,985.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 10:00 AM,2016,12,28,10,115,3,41.0,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 11:00 AM,2016,12,28,11,116,3,41.6,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 12:00 PM,2016,12,28,12,117,3,42.0,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 01:00 PM,2016,12,28,13,117,3,42.2,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 02:00 PM,2016,12,28,14,118,3,42.3,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 03:00 PM,2016,12,28,15,117,3,42.1,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 04:00 PM,2016,12,28,16,117,3,42.0,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 05:00 PM,2016,12,28,17,116,3,41.7,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 06:00 PM,2016,12,28,18,116,3,41.4,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 07:00 PM,2016,12,28,19,114,3,40.6,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 08:00 PM,2016,12,28,20,112,3,40.0,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 09:00 PM,2016,12,28,21,111,3,39.6,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 10:00 PM,2016,12,28,22,112,3,39.9,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-28 11:00 PM,2016,12,28,23,112,3,39.8,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 12:00 AM,2016,12,29,00,110,3,39.0,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 01:00 AM,2016,12,29,01,107,3,38.0,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 02:00 AM,2016,12,29,02,105,3,37.0,31.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 03:00 AM,2016,12,29,03,103,3,36.4,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 04:00 AM,2016,12,29,04,102,3,35.8,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 05:00 AM,2016,12,29,05,100,2,35.3,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 06:00 AM,2016,12,29,06,99,2,34.9,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 07:00 AM,2016,12,29,07,98,2,34.5,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 08:00 AM,2016,12,29,08,97,2,33.8,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 09:00 AM,2016,12,29,09,95,2,33.2,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 10:00 AM,2016,12,29,10,93,2,32.3,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 11:00 AM,2016,12,29,11,92,2,31.7,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 12:00 PM,2016,12,29,12,90,2,30.8,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 01:00 PM,2016,12,29,13,89,2,30.1,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 02:00 PM,2016,12,29,14,88,2,29.6,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 03:00 PM,2016,12,29,15,87,2,29.2,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 04:00 PM,2016,12,29,16,87,2,29.4,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 05:00 PM,2016,12,29,17,88,2,29.7,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 06:00 PM,2016,12,29,18,89,2,30.1,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 07:00 PM,2016,12,29,19,89,2,30.0,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 08:00 PM,2016,12,29,20,88,2,29.8,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 09:00 PM,2016,12,29,21,89,2,30.4,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2016-12-29 10:00 PM,2016,12,29,22,90,2,30.7,32.0,UG/M3,1 Hr,Valid
